id,name,label,wiki_url,city,country,founded,motto,students,type,website
614,Đại học Melbourne,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Melbourne,,,1853,Postera Crescam Laude; (; Latin; : Phát triển trong sự coi trọng của thế hệ mai sau),,công lập,unimelb.edu.au/
617,Đại học Middlebury,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Middlebury,Middlebury,17722°T; ﻿ /; 44.00889; -73.17722,1 tháng 11 năm 1800 ( 1800-11-01 ),Scientia et Virtus ( Latin ),,Trường Đại học Giáo dục Khai phóng,www .middlebury .edu
618,Đại học Ludwig Maximilian München,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Munich,,,,,,,
619,Đại học Ludwig Maximilian München,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_M%C3%BCnchen,,,,,,,
627,Đại học Nebraska Omaha,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nebraska_t%E1%BA%A1i_Omaha,,,,,,,
631,Đại học NapoliFederico II,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Napoli_Federico_II,,,1224,Ad Scientiarum Haustum et Seminarium Doctrinarum; (Dành cho sự truyền thụ khoa học và phổ biến kiến thức),,Đại học công lập quốc gia,unina.it
632,Đại học Michigan,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Michigan,Ann Arbor,73806°T; ﻿ /; 42.27694; -83.73806,26 tháng 8 năm 1817 ; 208 năm trước ( 1817-08-26 ) [ 1 ],"tiếng Latinh : Artes, Scientia, Veritas","52,855 (kỳ thu năm 2024) [ 4 ]",Đại học nghiên cứu công lập,umich .edu
635,Đại học McGill,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_McGill,,,1821 ( 1821 ),"Grandescunt Aucta Labore; (; Latin; ); (Nhờ lao động, mọi thứ đều tiến lên và phát triển; [; 1; ]; )",,Đại học công lập,mcgill .ca
636,Đại học Nam Kinh,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nam_Kinh,Nam Kinh,Trung Quốc,1902 ; 123 năm trước ( 1902 ),诚朴雄伟励学敦行 [ 1 ],,Đại học công lập,nju .edu .cn /en
637,Đại học New South Wales,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_New_South_Wales,,,1949,Scientia Manu et Mente; Latin; :; Kiến thức bằng tay và trí óc,,Công cộng,www.unsw.edu.au
639,Đại học Nhà vua Luân Đôn,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nh%C3%A0_vua_Lu%C3%A2n_%C4%90%C3%B4n,Luân Đôn,Anh,"1829 (ghi nhận sớm nhất về việc giảng dạy là vào năm 1561, tại trường y) [ 2 ]",tiếng Latinh : Sancte et Sapienter,41.490 (2021/22) [ 5 ],Đại học nghiên cứu công lập,kcl .ac .uk
640,Đại học Nam California,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nam_California,Los Angeles,2848°T; ﻿ /; 34.0206; -118.2848,6 tháng 10 năm 1880 ; 145 năm trước ( 1880-10-06 ),tiếng Latinh : Palmam qui meruit ferat,"49,318 (2021) [ 5 ]",Đại học nghiên cứu tư thục,usc .edu
642,Đại học North Carolina tại Chapel Hill,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_North_Carolina_t%E1%BA%A1i_Chapel_Hill,Chapel Hill,Mỹ,11 tháng 12 năm 1789 [ 2 ],"Lux libertas [ 1 ] ( tiếng Latinh , nghĩa là ""Ánh sáng và tự do"")",29.847 (kỳ học mùa thu 2017) [ 5 ],Đại học công lập; Đại học đầu ngành,www .unc .edu
643,Đại học North Carolina tại Chapel Hill,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_North_Carolina_%E1%BB%9F_Chapel_Hill,,,,,,,
645,Đại học Notre Dame,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Notre_Dame,,,1842,"Vita, Dulcedo, Spes; (; Sự sống, An vui, Cậy trông; (lấy ý từ Kinh Lạy Nữ vương); )",,"Tư thục , Nam nữ đồng giới",nd.edu
647,Đại học Odessa,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Odessa,,,1865,,,Công lập,www.onu.edu.ua/en/
648,Đại học Padova,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Padua,,,,,,,
649,Đại học Nottingham,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nottingham,,,"1798 (trở thành một đại học thuộc Đại học London 1881 , tách khỏi Đại học London 1948 )",Sapientia urbs conditur (Một thành phố được xây trên sự thông thái),,công lập,http://www.nottingham.ac.uk/
650,Đại học Oslo,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oslo,,,1811,,,Đại học công lập,www.uio.no
653,Đại học Palermo,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Palermo,,,1806,,,State-supported,www.unipa.it/
654,Đại học Panthéon-Sorbonne,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Pantheon-Sorbonne,,,,,,,
655,Đại học Osmania,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Osmania,,,,,,,
659,Trường Đại học Paris II,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Panth%C3%A9on-Assas,,,,,,,
660,Trường Đại học Paris II,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris_II,,,,,,,
661,Đại học Oulu,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oulu,,,1958,,,Công lập,www.oulu.fi
664,Đại học Paris,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris,Paris,Pháp,,Hic et ubique terrarum ( Latin ),,"Phường hội , sau đó đại học công lập",
665,Đại học Paris-Sorbonne,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris-Sorbonne,Paris,34278°Đ; ﻿ /; 48.84861; 2.34278,,,"23,505",Đại học công lập,www .sorbonne-universite .fr
667,Đại học Paris Nanterre,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris_Nanterre,Nanterre,Pháp,1964 ; 61 năm trước ( 1964 ) (khuôn viên vệ tinh của Sorbonne) 1970 ; 55 năm trước ( 1970 ) (đại học độc lập),,"32,000",Đại học công lập,parisnanterre .fr
668,Đại học New York,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_New_York,,,1831 [ 1 ],Perstare et praestare; (; tiếng Latin; ); (Bảo tồn và phát huy),,Tư thục [ 1 ],www .nyu .edu
670,Đại học Phục Đán,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Ph%E1%BB%A5c_%C4%90%C3%A1n,220 đường Hàm Đan,Trung Quốc,1905 ; 120 năm trước ( 1905 ),博学而笃志，切问而近思 [ 1 ],31.900,Đại học công lập,fudan .edu .cn
672,Đại học Pisa,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Pisa,,,1343 [ 1 ],In Supremae Dignitatis ( Latin ),,Công lập,www.unipi.it/
678,Đại học Philippines,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Philippines,Diliman,067°Đ; ﻿ /; 14.667; 121.067,18 tháng 6 năm 1908 ; 117 năm trước ( 1908-06-18 ) [ 3 ],"“Honor, Excellence, Service” [ 1 ] [ 2 ]",64.144 (2022) [ 7 ],Hệ thống đại học quốc gia và đại học nghiên cứu công lập,up .edu .ph
682,Đại học Nhân dân Trung Quốc,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nh%C3%A2n_d%C3%A2n_Trung_Qu%E1%BB%91c,Bắc Kinh,Trung Quốc,1937 ; 88 năm trước ( 1937 ),实事求是 [ 1 ],27.810 (tháng 9 năm 2019),Đại học công lập,ruc .edu .cn
683,Đại học Princeton,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Princeton,,,1746,Dei sub numine viget; (; Trường phát triển dưới quyền lực của Chúa; ),,Tư thục,www.princeton.edu
688,Đại học Quân sự Kim Nhật Thành,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%C3%A2n_s%E1%BB%B1_Kim_Nh%E1%BA%ADt_Th%C3%A0nh,,,,,,,
690,Đại học Pennsylvania,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Pennsylvania,Philadelphia,Hoa Kỳ,14 tháng 11 năm 1740 ( 1740-11-14 ) [ note 1 ],Laws without morals are useless (Luật pháp mà không tuân theo Đạo đức thì vô dụng),21.960 (2018) [ 7 ],"˞ Đại học tư thục , Phi lợi nhuận , Viện Đại học nghiên cứu",upenn .edu
696,Đại học Quốc gia Singapore,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Singapore,Singapore; 1°17′44″B; 103°46′36″Đ; ﻿ / ﻿; 1,77667°Đ; ﻿ /; 1.29556; 103.77667,1905; ; 120 năm trước; (; 1905; ); (Trường Đại học Y Quốc vương Edward); 8 tháng 8 năm 1980; ; 45 năm trước; (; 1980-08-08; ); (Đại học Quốc gia Singapore),,"35,908 (2018) [ 3 ]",Đại học công lập tự chủ [ 1 ],www .nus .edu .sg
702,Đại học Quốc lập Thành Công,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_l%E1%BA%ADp_Th%C3%A0nh_C%C3%B4ng,Đài Nam,Đài Loan,1931,窮理致知 [ 1 ],,Công lập ( Quốc lập ),"English , Chinese"
703,Đại học Quốc gia Úc,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_%C3%9Ac,Canberra,1205°Đ; ﻿ /; -35.2778; 149.1205,1 tháng 8 năm 1946 ; 79 năm trước ( 1946-08-01 ) [ 3 ],tiếng Latinh : Naturam Primum Cognoscere Rerum [ 2 ],17.380 (2021) [ 7 ],Đại học nghiên cứu công lập quốc gia,anu .edu .au
705,Đại học Quốc gia Moskva,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Moskva,Moskva,5286°Đ; ﻿ /; 55.7039; 37.5286,23 tháng 1 năm 1755 ; 270 năm trước ( 1755-01-23 ),"Наука есть ясное познание истины, просвещение разума",39.282 [ 1 ],Đại học nghiên cứu công lập,msu .ru /en /
707,Đại học Quốc phòng Trung Quốc,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_ph%C3%B2ng_Trung_Qu%E1%BB%91c,Bắc Kinh,Trung Quốc,1927; ; 98 năm trước; (; 1927; ); (tiền thân); 1985; ; 40 năm trước; (; 1985; ); (hiện tại),团结、紧张、严肃、活泼,,Học viện quân sự,www .cdsndu .org
708,Đại học Oxford,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oxford,,,"Không rõ, giảng dạy từ cuối thế kỉ 11 (1096) [ 2 ]",Dominus illuminatio mea; (; Latinh; ); Chúa là ánh sáng của tôi; [; 1; ],,Công lập,ox.ac.uk
712,Đại học Quốc gia Seoul,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Seoul,,,15 tháng 10 năm 1946 ; 79 năm trước ( 1946-10-15 ),VERITAS LUX MEA (Latinh),"27,784 (2019) [ 3 ]",Đại học Quốc gia,www.snu.ac.kr
715,Đại học RomaLa Sapienza,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Roma_La_Sapienza,,,1303,Il futuro è passato qui; (Tương lai đã qua đây),,Đại học công lập,uniroma1.it
719,Đại học Ritsumeikan,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Ritsumeikan,Kyoto; (Kyoto),724041°Đ; ﻿ /; 35.032579; 135.724041,1900 (chartered 1922),Beyond Borders,,Đại học tư thục,[2] (Tiếng Anh)
720,Đại học Roma Sapienza,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Sapienza_c%E1%BB%A7a_Rome,,,,,,,
721,Đại học Roma Sapienza,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Roma_Sapienza,Roma,Ý,1303 ; 722 năm trước ( 1303 ),Il futuro è passato qui,"112,564 [ 3 ]",Đại học nghiên cứu công lập,www .uniroma1 .it /en
729,Đại học St. Andrews,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_St_Andrews,,,,,,,
731,Đại học Seikei,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Seikei,,,"Thành lập 1906,; Điều lệ 1949",,,Tư thục,Seikei University; (Tiếng Anh); Seikei University; (Tiếng Nhật)
733,Đại học Sogang,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Sogang,,,1960,Obedire Veritati; (; Latin; ); 진리에 순종하라; (; Tiếng Hàn; ); (Tuân theo sự thật.),,Tư thục,wwwe.sogang.ac.kr/
734,Đại học Simon Fraser,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Simon_Fraser,,,1965,"Nous sommes prêts; (; Tiếng Pháp; ); ""We are ready""",,Công lập,www.sfu.ca
736,Đại học Stockholm,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Stockholm,,,1878,,,công lập,www.su.se/english
739,Đại học Sư phạm Hoa Trung,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_S%C6%B0_ph%E1%BA%A1m_Hoa_Trung,,,,,,,
740,Đại học Srinakharinwirot,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Srinakharinwirot,Băng Cốc,Thái Lan,29 tháng 6 năm 1974 ( 1974-06-29 ),Sikkhā Viruḷhi Sampattā; (; Pali; ); การศึกษาคือความเจริญงอกงาม (; Thái; ),25.000,Công lập,www .swu .ac .th
741,Đại học Sydney,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Sydney,,,1850,"Sidere mens eadem mutato; (; Latin; :""Tinh tú thay đổi, [nhưng] trí óc giữ nguyên"")",,Công lập,www.usyd.edu.au
742,Đại học Stanford,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Stanford,Stanford,Hoa Kỳ,1891 ( 1891 ) [ 2 ] [ 3 ],tiếng Đức : Die Luft der Freiheit weht [ 1 ],16.520,Đại học nghiên cứu đại học tư thục tư thục,www .stanford .edu
743,Đại học Strasbourg,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Strasbourg,,,1538,,,công lập,www.unistra.fr
744,Đại học Sư phạm Hoa Đông,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_S%C6%B0_ph%E1%BA%A1m_Hoa_%C4%90%C3%B4ng,,,1951,,,Đại học công lập,www.ecnu.edu.cn
745,Đại học Tartu,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Tartu,,,1632 (đóng cửa 1710–1802),,,Công lập,www.ut.ee
748,Đại học South Carolina,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_South_Carolina,Columbia,Hoa Kỳ,2 tháng 2 năm 1801 ; 224 năm trước ( 1801-02-02 ),Emollit mores nec sinit esse feros ( Latin ),"35,364 (Columbia); 52,633 (Toàn hệ thống); [; 3; ]",Đại học nghiên cứu công lập,www .sc .edu
751,Đại học Thammasat,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Thammasat,Phra Nakhon,49°Đ; ﻿ /; 13.75750; 100.49000,27 tháng 6 năm 1934 ; 91 năm trước ( 1934-06-27 ),"""For excellence, for justice, and readiness in leadership"" (official)","33,506 [ 1 ]",Quốc gia,www .tu .ac .th
753,Đại học bang Ohio,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Ti%E1%BB%83u_bang_Ohio,,,,,,,
754,Đại học Sungkyunkwan,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Sungkyunkwan,Cơ sở Khoa học Xã hội và Nhân văn; 25-2 Sungkyunkwan-ro,99417°Đ; ﻿ /; 37.58722; 126.99417,1398; ; 627 năm trước; (; 1398; ); Sungkyunkwan; 1946; ; 79 năm trước; (; 1946; ); Đại học Sungkyunkwan.; [; 3; ],수기치인(修己治人),"25,951 [ 4 ]",Đại học tư thục,www .skku .edu
755,Đại học Texas tại Austin,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Texas_t%E1%BA%A1i_Austin,Austin,735°T; ﻿ /; 30.285; -97.735,15 tháng 9 năm 1883 ; 142 năm trước ( 1883-09-15 ),Disciplina Praesidium Civitatis ( tiếng LatinH ),"53,082 (kỳ thu năm 2023) [ 4 ]",Đại học nghiên cứu công lập,utexas .edu
756,Đại học Tirana,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Tirana,,,,,,,
764,Đại học Thanh Hoa,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Thanh_Hoa,,,1911 ; 114 năm trước ( 1911 ),"自強不息,厚德載物; (Tự cường bất tức, hậu đức tải vật); [; 1; ]",53.302 [ 4 ],Công lập,tsinghua .edu .cn
766,Đại học Tsukuba,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Tsukuba,Tsukuba,Nhật Bản,"tháng 10, 1973",Imagine the future,16.459 [ 1 ],Đại học quốc gia,www; .tsukuba; .ac; .jp; /english; /; www; .global; .tsukuba; .ac; .jp
773,Đại học Tiểu bang Kansas,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Ti%E1%BB%83u_bang_Kansas,,,1863,Rule by Obeying Nature's Laws,,"Public , State , Land-grant , Space Grant , University",www.k-state.edu
775,Đại học Tokyo,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Tokyo,Bunkyō,Nhật Bản,1877,,"28,253 (2017) [ 3 ]",Công lập (Quốc lập),www .u-tokyo .ac .jp
776,Đại học Trung Sơn Moskva,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%C3%B4n_Trung_S%C6%A1n_Moskva,,,,,,,
777,Trường Đại học Tổng hợp Hà Nội,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%E1%BB%95ng_h%E1%BB%A3p_H%C3%A0_N%E1%BB%99i,,,,,,,
778,Đại học Tây Úc,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%C3%A2y_%C3%9Ac,,,1911,Seek Wisdom (Kiếm tìm sự thông thái),,"Công lập , nghiên cứu",http://www.uwa.edu.au/
779,Đại học Tự chủ Quốc gia México,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%E1%BB%B1_ch%E1%BB%A7_Qu%E1%BB%91c_gia_Mexico,,,,,,,
780,Đại học Tổng hợp Sankt-Peterburg,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%E1%BB%95ng_h%E1%BB%A3p_Sankt-Peterburg,,,1724 (1819),Hic tuta perennat; (; Here we stay in safety; ),,công lập,www.спбгу.рф
781,Đại học Tứ Xuyên,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%E1%BB%A9_Xuy%C3%AAn,,,1896,海纳百川 有容乃大,,Công lập,http://www.scu.edu.cn/
782,Đại học Tübingen,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%C3%BCbingen,,,1477,Attempto!; (I venture / I dare),,Công lập,www .uni-tuebingen .de /en
783,Đại học Toronto,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Toronto,,,15 tháng 2 năm 1827,tiếng Latinh; :; Velut arbor ævo; (May it grow as a tree through the ages; [; 1; ]; ),,Đại học công lập,utoronto.ca
784,Đại học Tổng hợp Kim Nhật Thành,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%E1%BB%95ng_h%E1%BB%A3p_Kim_Nh%E1%BA%ADt_Th%C3%A0nh,,,1 tháng 10 năm 1946 ( 1946-10-01 ),,,Công lập,ryongnamsan .edu .kp
786,Đại học Tự chủ Quốc gia México,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%E1%BB%B1_tr%E1%BB%8B_Qu%E1%BB%91c_gia_M%C3%A9xico,,,,,,,
791,Đại học Vermont,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Vermont,,,,,,,
792,Đại học Umeå,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Ume%C3%A5,,,17 tháng 9 năm 1965 [ 1 ],,,Đại học nghiên cứu Công lập,www.umu.se/english
795,Đại học Warszawa,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Warsaw,,,,,,,
797,Đại học Utrecht,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Utrecht,,,1636,"Sol Iustitiae Illustra Nos ( Sun of Justice, shine upon us )",,"Public , general",www.uu.nl
798,Đại học Viên,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Vi%C3%AAn,Viên,35972°Đ; ﻿ /; 48.21306; 16.35972,12 tháng 3 năm 1365 ; 660 năm trước ( 1365-03-12 ),,"88,900 (2021) [ 2 ]",Đại học công lập,univie .ac .at
800,Đại học Uppsala,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Uppsala,,,1477,Gratiae veritas naturae (; Latin; ); (Truth through mercy and nature),,công lập,www.uu.se
801,Đại học Vũ Hán,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_V%C5%A9_H%C3%A1n,Vũ Hán,Trung Quốc,1926,自强 弘毅 求是 拓新 [ 1 ],58.720,Đại học công lập,en .whu .edu .cn
802,Đại học Warszawa,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Warszawa,,,19 tháng 11 năm 1816,,,Công lập,www.uw.edu.pl
803,Đại học Viên,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wien,,,,,,,
804,Đại học Washington,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Washington,,,1861,Let there be light [ 1 ],,Đại học công lập,www .washington .edu
805,Đại học Wesleyan,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wesleyan,,,1831,,,tư thục,www.wesleyan.edu
808,Đại học William và Mary,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_William_%26_Mary,,,,,,,
809,Đại học Wisconsin–Madison,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wisconsin-Madison,,,,,,,
810,Đại học Villanova,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Villanova,Villanova,33755°T; ﻿ /; 40.03771; -75.33755,1842 ; 183 năm trước ( 1842 ),"Veritas, Unitas, Caritas ( tiếng Latinh )",,Đại học nghiên cứu tư thục,villanova .edu
812,Đại học William và Mary,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_William_v%C3%A0_Mary,Thành phố; Williamsburg,70833°T; ﻿ /; 37.27083; -76.70833,8 tháng 2 năm 1693 ; 332 năm trước ( 1693-02-08 ) [ 1 ] [ 2 ],,"8,817 (Mùa thu 2019) [ 6 ]",Đại học hoàng gia (1693-1776); Đại học tư thục (1776-1906); Viện đại học nghiên cứu công lập (1906-present),www .wm .edu
813,Đại học Wesley (Ohio),University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wesley_%28Ohio%29,,,tháng 9 năm 1842,In lumine tuo videbimus lumen; (; tiếng Latinh; ); (; Trong ánh sáng của bạn ta sẽ nhìn thấy ánh sáng; ),,Trường đại học khai phóng tư thục,http://www.owu.edu
815,Đại học Wisconsin–Madison,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wisconsin%E2%80%93Madison,Madison,417222°T; ﻿ /; 43.075000; -89.417222,1848,Numen Lumen ( Latin ),"43,820 (fall 2017) [ 4 ]",Public university; flagship; Land-grant university; Sea-grant university,www .wisc .edu
818,Đại học Witwatersrand,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Witwatersrand,,,,,,,
821,Đại học Xây dựng Bucharest,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_X%C3%A2y_d%E1%BB%B1ng_Bucarest,,,,,,,
822,Đại học Wyoming,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wyoming,,,1886,,,Đại học công lập; Flagship university; Land-grant university,uwyo .edu
825,Đại học Wrocław,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wroc%C5%82aw,Wrocław,Ba Lan,21 tháng 10 năm 1702 ; 323 năm trước ( 1702-10-21 ) (tái thiết năm 1945),,20.293 [ 4 ] (12/2023),Công lập,uwr .edu .pl
829,Đại học Zagreb,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Zagreb,,,,,,,
830,Đại học Zambia,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Zambia,,,1966,Service and Excellence,,Công cộng,http://www.unza.zm
